Folder,EventName,InternalEventName,EventDate,TicketType,Quantity,ItemPrice,Price
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 23, 2018 7:30:00 PM",Adult,28,10,280
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 23, 2018 7:30:00 PM",Senior Citizen,10,8.25,82.50
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 23, 2018 7:30:00 PM",Student,2,8.50,17
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 24, 2018 5:00:00 PM",Adult,20,8.75,175
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 24, 2018 5:00:00 PM",Senior Citizen,18,8,144
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 24, 2018 7:30:00 PM",Adult,18,10,180
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 24, 2018 7:30:00 PM",Senior Citizen,15,8.25,123.75
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 24, 2018 7:30:00 PM",Student,2,8.50,17
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 2:30:00 PM",Adult,14,8.75,122.50
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 2:30:00 PM",Senior Citizen,38,8,304
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 5:00:00 PM",Adult,4,8.75,35
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 5:00:00 PM",Senior Citizen,16,8,128
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 7:30:00 PM",Adult,10,10,100
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 7:30:00 PM",Senior Citizen,5,8.25,41.25
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 25, 2018 7:30:00 PM",Student,1,8.50,8.50
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 26, 2018 4:30:00 PM",Adult,1,8.75,8.75
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 26, 2018 4:30:00 PM",Senior Citizen,13,8,104
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 27, 2018 4:30:00 PM",Adult,4,8.75,35
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 27, 2018 4:30:00 PM",Senior Citizen,16,8,128
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 28, 2018 5:00:00 PM",Adult,8,8.75,70
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 28, 2018 5:00:00 PM",Senior Citizen,8,8,64
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 28, 2018 5:00:00 PM",Student,4,8,32
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 28, 2018 7:30:00 PM",Adult,13,10,130
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 28, 2018 7:30:00 PM",Senior Citizen,8,8.25,66
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 28, 2018 7:30:00 PM",Student,5,8.50,42.50
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 29, 2018 5:00:00 PM",Adult,9,8.75,78.75
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 29, 2018 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 29, 2018 7:30:00 PM",Adult,16,10,160
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 29, 2018 7:30:00 PM",Member,1,0,0
0 - Features,Can You Ever Forgive Me?,Can You Ever Forgive Me?,"Nov 29, 2018 7:30:00 PM",Senior Citizen,8,8.25,66
0 - Features,Capernaum,Capernaum,"Feb 15, 2019 7:00:00 PM",Adult,15,10,150
0 - Features,Capernaum,Capernaum,"Feb 15, 2019 7:00:00 PM",Comp,1,0,0
0 - Features,Capernaum,Capernaum,"Feb 15, 2019 7:00:00 PM",Senior Citizen,9,8.25,74.25
0 - Features,Capernaum,Capernaum,"Feb 15, 2019 7:00:00 PM",Student,11,8.50,93.50
0 - Features,Capernaum,Capernaum,"Feb 16, 2019 7:00:00 PM",Adult,24,10,240
0 - Features,Capernaum,Capernaum,"Feb 16, 2019 7:00:00 PM",Comp,3,0,0
0 - Features,Capernaum,Capernaum,"Feb 16, 2019 7:00:00 PM",Senior Citizen,14,8.25,115.50
0 - Features,Capernaum,Capernaum,"Feb 16, 2019 7:00:00 PM",Student,8,8.50,68
0 - Features,Capernaum,Capernaum,"Feb 17, 2019 4:00:00 PM",Adult,19,8.75,166.25
0 - Features,Capernaum,Capernaum,"Feb 17, 2019 4:00:00 PM",Senior Citizen,19,8,152
0 - Features,Capernaum,Capernaum,"Feb 17, 2019 4:00:00 PM",Student,8,8,64
0 - Features,Capernaum,Capernaum,"Feb 18, 2019 4:00:00 PM",Adult,6,8.75,52.50
0 - Features,Capernaum,Capernaum,"Feb 18, 2019 4:00:00 PM",Student,1,8,8
0 - Features,Capernaum,Capernaum,"Feb 19, 2019 4:00:00 PM",Adult,4,8.75,35
0 - Features,Capernaum,Capernaum,"Feb 19, 2019 4:00:00 PM",Member,1,0,0
0 - Features,Capernaum,Capernaum,"Feb 19, 2019 4:00:00 PM",Senior Citizen,6,8,48
0 - Features,Capernaum,Capernaum,"Feb 19, 2019 4:00:00 PM",Student,1,8,8
0 - Features,Capernaum,Capernaum,"Feb 20, 2019 7:30:00 PM",Adult,10,10,100
0 - Features,Capernaum,Capernaum,"Feb 20, 2019 7:30:00 PM",Member,2,0,0
0 - Features,Capernaum,Capernaum,"Feb 20, 2019 7:30:00 PM",Senior Citizen,6,8.25,49.50
0 - Features,Capernaum,Capernaum,"Feb 20, 2019 7:30:00 PM",Student,7,8.50,59.50
0 - Features,Capernaum,Capernaum,"Feb 21, 2019 7:30:00 PM",Adult,8,10,80
0 - Features,Capernaum,Capernaum,"Feb 21, 2019 7:30:00 PM",Comp,2,0,0
0 - Features,Capernaum,Capernaum,"Feb 21, 2019 7:30:00 PM",Senior Citizen,13,8.25,107.25
0 - Features,Capernaum,Capernaum,"Feb 21, 2019 7:30:00 PM",Student,3,8.50,25.50
0 - Features,Capernaum,Capernaum,"Feb 21, 2019 7:30:00 PM",Supporter Admission,1,5,5
0 - Features,Certain Women,Certain Women,"Nov 4, 2016 5:00:00 PM",Adult,7,8.25,57.75
0 - Features,Certain Women,Certain Women,"Nov 4, 2016 5:00:00 PM",Comp,1,0,0
0 - Features,Certain Women,Certain Women,"Nov 4, 2016 5:00:00 PM",Senior Citizen,4,7.50,30
0 - Features,Certain Women,Certain Women,"Nov 4, 2016 7:30:00 PM",Adult,14,9.75,136.50
0 - Features,Certain Women,Certain Women,"Nov 4, 2016 7:30:00 PM",Senior Citizen,10,8,80
0 - Features,Certain Women,Certain Women,"Nov 4, 2016 7:30:00 PM",Student,6,8.25,49.50
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 2:30:00 PM",Adult,4,8.25,33
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 2:30:00 PM",Member,3,0,0
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 2:30:00 PM",Senior Citizen,12,7.50,90
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 2:30:00 PM",Student,1,7.50,7.50
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 5:00:00 PM",Adult,3,8.25,24.75
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 5:00:00 PM",Senior Citizen,7,7.50,52.50
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 7:30:00 PM",Adult,14,9.75,136.50
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 7:30:00 PM",Senior Citizen,19,8,152
0 - Features,Certain Women,Certain Women,"Nov 5, 2016 7:30:00 PM",Student,4,8.25,33
0 - Features,Certain Women,Certain Women,"Nov 6, 2016 2:00:00 PM",Adult,6,8.25,49.50
0 - Features,Certain Women,Certain Women,"Nov 6, 2016 2:00:00 PM",Senior Citizen,5,7.50,37.50
0 - Features,Certain Women,Certain Women,"Nov 6, 2016 2:00:00 PM",Student,1,7.50,7.50
0 - Features,Certain Women,Certain Women,"Nov 6, 2016 4:30:00 PM",Adult,15,8.25,123.75
0 - Features,Certain Women,Certain Women,"Nov 6, 2016 4:30:00 PM",Senior Citizen,5,7.50,37.50
0 - Features,Certain Women,Certain Women,"Nov 6, 2016 4:30:00 PM",Student,1,7.50,7.50
0 - Features,Certain Women,Certain Women,"Nov 7, 2016 5:00:00 PM",Adult,3,8.25,24.75
0 - Features,Certain Women,Certain Women,"Nov 7, 2016 5:00:00 PM",Senior Citizen,1,7.50,7.50
0 - Features,Certain Women,Certain Women,"Nov 7, 2016 5:00:00 PM",Student,6,7.50,45
0 - Features,Certain Women,Certain Women,"Nov 8, 2016 4:00:00 PM",Adult,2,8.25,16.50
0 - Features,Certain Women,Certain Women,"Nov 8, 2016 4:00:00 PM",Senior Citizen,5,7.50,37.50
0 - Features,Certain Women,Certain Women,"Nov 8, 2016 4:00:00 PM",Student,1,7.50,7.50
0 - Features,Certain Women,Certain Women,"Nov 9, 2016 2:30:00 PM",Adult,1,8.25,8.25
0 - Features,Certain Women,Certain Women,"Nov 9, 2016 2:30:00 PM",Senior Citizen,1,7.50,7.50
0 - Features,Certain Women,Certain Women,"Nov 9, 2016 5:00:00 PM",Adult,6,8.25,49.50
0 - Features,Certain Women,Certain Women,"Nov 9, 2016 5:00:00 PM",Senior Citizen,10,7.50,75
0 - Features,Certain Women,Certain Women,"Nov 9, 2016 5:00:00 PM",Student,3,7.50,22.50
0 - Features,Certain Women,Certain Women,"Nov 10, 2016 5:00:00 PM",Adult,7,8.25,57.75
0 - Features,Certain Women,Certain Women,"Nov 10, 2016 5:00:00 PM",Senior Citizen,7,7.50,52.50
0 - Features,Certain Women,Certain Women,"Nov 10, 2016 7:30:00 PM",Adult,10,9.75,97.50
0 - Features,Certain Women,Certain Women,"Nov 10, 2016 7:30:00 PM",Senior Citizen,7,8,56
0 - Features,Certain Women,Certain Women,"Nov 10, 2016 7:30:00 PM",Student,3,8.25,24.75
0 - Features,Climax,Climax,"Jul 5, 2019 9:30:00 PM",Adult,12,8,96
0 - Features,Climax,Climax,"Jul 6, 2019 9:30:00 PM",Adult,9,8,72
0 - Features,Climax,Climax,"Jul 6, 2019 9:30:00 PM",Member,2,0,0
0 - Features,Climax,Climax,"Jul 11, 2019 9:30:00 PM",Adult,11,8,88
0 - Features,Cold War,Cold War,"Feb 22, 2019 5:00:00 PM",Adult,7,8.75,61.25
0 - Features,Cold War,Cold War,"Feb 22, 2019 5:00:00 PM",Comp,2,0,0
0 - Features,Cold War,Cold War,"Feb 22, 2019 5:00:00 PM",Senior Citizen,15,8,120
0 - Features,Cold War,Cold War,"Feb 22, 2019 7:30:00 PM",Adult,36,10,360
0 - Features,Cold War,Cold War,"Feb 22, 2019 7:30:00 PM",Comp,2,0,0
0 - Features,Cold War,Cold War,"Feb 22, 2019 7:30:00 PM",Member,1,0,0
0 - Features,Cold War,Cold War,"Feb 22, 2019 7:30:00 PM",Senior Citizen,12,8.25,99
0 - Features,Cold War,Cold War,"Feb 22, 2019 7:30:00 PM",Student,8,8.50,68
0 - Features,Cold War,Cold War,"Feb 23, 2019 2:30:00 PM",Adult,21,8.75,183.75
0 - Features,Cold War,Cold War,"Feb 23, 2019 2:30:00 PM",Senior Citizen,12,8,96
0 - Features,Cold War,Cold War,"Feb 23, 2019 5:00:00 PM",Adult,7,8.75,61.25
0 - Features,Cold War,Cold War,"Feb 23, 2019 5:00:00 PM",Comp,1,0,0
0 - Features,Cold War,Cold War,"Feb 23, 2019 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,Cold War,Cold War,"Feb 23, 2019 5:00:00 PM",Student,6,8,48
0 - Features,Cold War,Cold War,"Feb 23, 2019 5:00:00 PM",Supporter Admission,1,5,5
0 - Features,Cold War,Cold War,"Feb 23, 2019 7:30:00 PM",Adult,32,10,320
0 - Features,Cold War,Cold War,"Feb 23, 2019 7:30:00 PM",Comp,1,0,0
0 - Features,Cold War,Cold War,"Feb 23, 2019 7:30:00 PM",Senior Citizen,7,8.25,57.75
0 - Features,Cold War,Cold War,"Feb 23, 2019 7:30:00 PM",Student,10,8.50,85
0 - Features,Cold War,Cold War,"Feb 24, 2019 12:00:00 PM",Adult,5,8.75,43.75
0 - Features,Cold War,Cold War,"Feb 24, 2019 12:00:00 PM",Senior Citizen,5,8,40
0 - Features,Cold War,Cold War,"Feb 24, 2019 12:00:00 PM",Student,2,8,16
0 - Features,Cold War,Cold War,"Feb 24, 2019 2:30:00 PM",Adult,12,8.75,105
0 - Features,Cold War,Cold War,"Feb 24, 2019 2:30:00 PM",Senior Citizen,10,8,80
0 - Features,Cold War,Cold War,"Feb 24, 2019 2:30:00 PM",Student,1,8,8
0 - Features,Cold War,Cold War,"Feb 24, 2019 5:00:00 PM",Adult,18,8.75,157.50
0 - Features,Cold War,Cold War,"Feb 24, 2019 5:00:00 PM",Senior Citizen,5,8,40
0 - Features,Cold War,Cold War,"Feb 25, 2019 7:30:00 PM",Adult,3,10,30
0 - Features,Cold War,Cold War,"Feb 25, 2019 7:30:00 PM",Senior Citizen,3,8.25,24.75
0 - Features,Cold War,Cold War,"Feb 26, 2019 5:00:00 PM",Adult,2,8.75,17.50
0 - Features,Cold War,Cold War,"Feb 26, 2019 5:00:00 PM",Senior Citizen,5,8,40
0 - Features,Cold War,Cold War,"Feb 26, 2019 5:00:00 PM",Student,2,8,16
0 - Features,Cold War,Cold War,"Feb 26, 2019 7:30:00 PM",Adult,1,10,10
0 - Features,Cold War,Cold War,"Feb 26, 2019 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,Cold War,Cold War,"Feb 26, 2019 7:30:00 PM",Student,5,8.50,42.50
0 - Features,Cold War,Cold War,"Feb 27, 2019 5:00:00 PM",Adult,4,8.75,35
0 - Features,Cold War,Cold War,"Feb 27, 2019 5:00:00 PM",Member,1,0,0
0 - Features,Cold War,Cold War,"Feb 27, 2019 5:00:00 PM",Senior Citizen,12,8,96
0 - Features,Cold War,Cold War,"Feb 27, 2019 5:00:00 PM",Student,1,8,8
0 - Features,Cold War,Cold War,"Feb 27, 2019 7:30:00 PM",Adult,9,10,90
0 - Features,Cold War,Cold War,"Feb 27, 2019 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,Cold War,Cold War,"Feb 27, 2019 7:30:00 PM",Student,7,8.50,59.50
0 - Features,Cold War,Cold War,"Feb 28, 2019 5:00:00 PM",Adult,5,8.75,43.75
0 - Features,Cold War,Cold War,"Feb 28, 2019 5:00:00 PM",Senior Citizen,10,8,80
0 - Features,Cold War,Cold War,"Feb 28, 2019 5:00:00 PM",Student,3,8,24
0 - Features,Cold War,Cold War,"Feb 28, 2019 5:00:00 PM",Supporter Admission,1,5,5
0 - Features,Cold War,Cold War,"Feb 28, 2019 7:30:00 PM",Adult,8,10,80
0 - Features,Cold War,Cold War,"Feb 28, 2019 7:30:00 PM",Senior Citizen,7,8.25,57.75
0 - Features,Cold War,Cold War,"Feb 28, 2019 7:30:00 PM",Student,12,8.50,102
0 - Features,Cold War,Cold War,"Feb 28, 2019 7:30:00 PM",Supporter Admission,1,5,5
0 - Features,Cold War,Cold War,"Mar 2, 2019 7:30:00 PM",Adult,23,10,230
0 - Features,Cold War,Cold War,"Mar 2, 2019 7:30:00 PM",Senior Citizen,10,8.25,82.50
0 - Features,Cold War,Cold War,"Mar 2, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,Cold War,Cold War,"Mar 4, 2019 5:00:00 PM",Adult,4,8.75,35
0 - Features,Cold War,Cold War,"Mar 4, 2019 5:00:00 PM",Member,1,0,0
0 - Features,Cold War,Cold War,"Mar 4, 2019 5:00:00 PM",Student,2,8,16
0 - Features,Cold War,Cold War,"Mar 4, 2019 5:00:00 PM",Supporter Admission,2,5,10
0 - Features,Colossal,Colossal,"May 5, 2017 7:30:00 PM",Adult,28,9.75,273
0 - Features,Colossal,Colossal,"May 5, 2017 7:30:00 PM",Senior Citizen,9,8,72
0 - Features,Colossal,Colossal,"May 5, 2017 7:30:00 PM",Student,3,8.25,24.75
0 - Features,Colossal,Colossal,"May 6, 2017 7:30:00 PM",Adult,44,9.75,429
0 - Features,Colossal,Colossal,"May 6, 2017 7:30:00 PM",Comp,2,0,0
0 - Features,Colossal,Colossal,"May 6, 2017 7:30:00 PM",Senior Citizen,9,8,72
0 - Features,Colossal,Colossal,"May 6, 2017 7:30:00 PM",Student,12,8.25,99
0 - Features,Colossal,Colossal,"May 7, 2017 3:30:00 PM",Adult,25,8.25,206.25
0 - Features,Colossal,Colossal,"May 7, 2017 3:30:00 PM",Senior Citizen,4,7.50,30
0 - Features,Colossal,Colossal,"May 7, 2017 3:30:00 PM",Student,3,7.50,22.50
0 - Features,Colossal,Colossal,"May 8, 2017 4:30:00 PM",Adult,5,8.25,41.25
0 - Features,Colossal,Colossal,"May 8, 2017 4:30:00 PM",Senior Citizen,4,7.50,30
0 - Features,Colossal,Colossal,"May 8, 2017 4:30:00 PM",Student,1,7.50,7.50
0 - Features,Colossal,Colossal,"May 9, 2017 4:30:00 PM",Adult,4,8.25,33
0 - Features,Colossal,Colossal,"May 9, 2017 4:30:00 PM",Senior Citizen,4,7.50,30
0 - Features,Colossal,Colossal,"May 9, 2017 4:30:00 PM",Student,2,7.50,15
0 - Features,Colossal,Colossal,"May 10, 2017 4:30:00 PM",Adult,13,8.25,107.25
0 - Features,Colossal,Colossal,"May 10, 2017 4:30:00 PM",Senior Citizen,3,7.50,22.50
0 - Features,Colossal,Colossal,"May 10, 2017 4:30:00 PM",Student,3,7.50,22.50
0 - Features,Colossal,Colossal,"May 11, 2017 7:30:00 PM",Adult,30,9.75,292.50
0 - Features,Colossal,Colossal,"May 11, 2017 7:30:00 PM",Senior Citizen,3,8,24
0 - Features,Colossal,Colossal,"May 11, 2017 7:30:00 PM",Student,11,8.25,90.75
0 - Features,Colossal,Colossal,"May 24, 2017 10:00:00 PM",Adult,25,9.75,243.75
0 - Features,Colossal,Colossal,"May 24, 2017 10:00:00 PM",Student,6,8.25,49.50
0 - Features,Columbus,Columbus,"Sep 15, 2017 5:00:00 PM",Adult,3,8.25,24.75
0 - Features,Columbus,Columbus,"Sep 15, 2017 5:00:00 PM",Comp,1,0,0
0 - Features,Columbus,Columbus,"Sep 15, 2017 5:00:00 PM",Senior Citizen,6,7.50,45
0 - Features,Columbus,Columbus,"Sep 15, 2017 5:00:00 PM",Supporter Admission,1,5,5
0 - Features,Columbus,Columbus,"Sep 15, 2017 7:30:00 PM",Adult,17,9.75,165.75
0 - Features,Columbus,Columbus,"Sep 15, 2017 7:30:00 PM",Member,1,0,0
0 - Features,Columbus,Columbus,"Sep 15, 2017 7:30:00 PM",Senior Citizen,20,8,160
0 - Features,Columbus,Columbus,"Sep 15, 2017 7:30:00 PM",Student,5,8.25,41.25
0 - Features,Columbus,Columbus,"Sep 16, 2017 2:30:00 PM",Adult,16,8.25,132
0 - Features,Columbus,Columbus,"Sep 16, 2017 2:30:00 PM",Member,2,0,0
0 - Features,Columbus,Columbus,"Sep 16, 2017 2:30:00 PM",Senior Citizen,23,7.50,172.50
0 - Features,Columbus,Columbus,"Sep 16, 2017 2:30:00 PM",Student,2,7.50,15
0 - Features,Columbus,Columbus,"Sep 16, 2017 5:00:00 PM",Adult,4,8.25,33
0 - Features,Columbus,Columbus,"Sep 16, 2017 5:00:00 PM",Senior Citizen,11,7.50,82.50
0 - Features,Columbus,Columbus,"Sep 16, 2017 5:00:00 PM",Student,2,7.50,15
0 - Features,Columbus,Columbus,"Sep 16, 2017 7:30:00 PM",Adult,36,9.75,351
0 - Features,Columbus,Columbus,"Sep 16, 2017 7:30:00 PM",Senior Citizen,29,8,232
0 - Features,Columbus,Columbus,"Sep 16, 2017 7:30:00 PM",Student,11,8.25,90.75
0 - Features,Columbus,Columbus,"Sep 17, 2017 5:30:00 PM",Adult,21,8.25,173.25
0 - Features,Columbus,Columbus,"Sep 17, 2017 5:30:00 PM",Senior Citizen,24,7.50,180
0 - Features,Columbus,Columbus,"Sep 17, 2017 5:30:00 PM",Student,1,7.50,7.50
0 - Features,Columbus,Columbus,"Sep 17, 2017 8:00:00 PM",Adult,18,9.75,175.50
0 - Features,Columbus,Columbus,"Sep 17, 2017 8:00:00 PM",Senior Citizen,13,8,104
0 - Features,Columbus,Columbus,"Sep 17, 2017 8:00:00 PM",Student,7,8.25,57.75
0 - Features,Columbus,Columbus,"Sep 18, 2017 4:30:00 PM",Adult,4,8.25,33
0 - Features,Columbus,Columbus,"Sep 18, 2017 4:30:00 PM",Comp,1,0,0
0 - Features,Columbus,Columbus,"Sep 18, 2017 4:30:00 PM",Senior Citizen,13,7.50,97.50
0 - Features,Columbus,Columbus,"Sep 19, 2017 4:30:00 PM",Adult,4,8.25,33
0 - Features,Columbus,Columbus,"Sep 19, 2017 4:30:00 PM",Senior Citizen,19,7.50,142.50
0 - Features,Columbus,Columbus,"Sep 19, 2017 4:30:00 PM",Student,1,7.50,7.50
0 - Features,Columbus,Columbus,"Sep 20, 2017 5:00:00 PM",Adult,6,8.25,49.50
0 - Features,Columbus,Columbus,"Sep 20, 2017 5:00:00 PM",Senior Citizen,10,7.50,75
0 - Features,Columbus,Columbus,"Sep 20, 2017 5:00:00 PM",Student,1,7.50,7.50
0 - Features,Columbus,Columbus,"Sep 20, 2017 7:30:00 PM",Adult,9,9.75,87.75
0 - Features,Columbus,Columbus,"Sep 20, 2017 7:30:00 PM",Comp,2,0,0
0 - Features,Columbus,Columbus,"Sep 20, 2017 7:30:00 PM",Senior Citizen,6,8,48
0 - Features,Columbus,Columbus,"Sep 20, 2017 7:30:00 PM",Student,1,8.25,8.25
0 - Features,Columbus,Columbus,"Sep 21, 2017 5:00:00 PM",Adult,4,8.25,33
0 - Features,Columbus,Columbus,"Sep 21, 2017 5:00:00 PM",Senior Citizen,12,7.50,90
0 - Features,Columbus,Columbus,"Sep 21, 2017 5:00:00 PM",Student,1,7.50,7.50
0 - Features,Columbus,Columbus,"Sep 21, 2017 7:30:00 PM",Adult,20,9.75,195
0 - Features,Columbus,Columbus,"Sep 21, 2017 7:30:00 PM",Comp,2,0,0
0 - Features,Columbus,Columbus,"Sep 21, 2017 7:30:00 PM",Member,2,0,0
0 - Features,Columbus,Columbus,"Sep 21, 2017 7:30:00 PM",Senior Citizen,14,8,112
0 - Features,Columbus,Columbus,"Sep 21, 2017 7:30:00 PM",Student,5,8.25,41.25
0 - Features,Columbus,Columbus,"Sep 21, 2017 7:30:00 PM",Supporter Admission,1,5,5
0 - Features,Cooley High,Cooley High,"Mar 14, 2017 7:00:00 PM",Adult,8,9.75,78
0 - Features,Cooley High,Cooley High,"Mar 14, 2017 7:00:00 PM",Comp,1,0,0
0 - Features,Cooley High,Cooley High,"Mar 14, 2017 7:00:00 PM",Senior Citizen,2,8,16
0 - Features,Crooklyn,Crooklyn,"Jun 12, 2019 7:30:00 PM",Adult,3,10,30
0 - Features,Crooklyn,Crooklyn,"Jun 12, 2019 7:30:00 PM",Member,3,0,0
0 - Features,Crooklyn,Crooklyn,"Jun 12, 2019 7:30:00 PM",Senior Citizen,6,8.25,49.50
0 - Features,Damsel,Damsel,"Aug 3, 2018 5:00:00 PM",Adult,9,8.75,78.75
0 - Features,Damsel,Damsel,"Aug 3, 2018 5:00:00 PM",Senior Citizen,3,8,24
0 - Features,Damsel,Damsel,"Aug 4, 2018 5:00:00 PM",Adult,12,8.75,105
0 - Features,Damsel,Damsel,"Aug 4, 2018 5:00:00 PM",Senior Citizen,7,8,56
0 - Features,Damsel,Damsel,"Aug 4, 2018 5:00:00 PM",Student,2,8,16
0 - Features,Damsel,Damsel,"Aug 6, 2018 7:30:00 PM",Adult,2,10,20
0 - Features,Damsel,Damsel,"Aug 6, 2018 7:30:00 PM",Comp,2,0,0
0 - Features,Damsel,Damsel,"Aug 6, 2018 7:30:00 PM",Member,4,0,0
0 - Features,Damsel,Damsel,"Aug 6, 2018 7:30:00 PM",Senior Citizen,4,8.25,33
0 - Features,Damsel,Damsel,"Aug 6, 2018 7:30:00 PM",Student,4,8.50,34
0 - Features,Damsel,Damsel,"Aug 9, 2018 2:30:00 PM",Adult,6,8.75,52.50
0 - Features,Damsel,Damsel,"Aug 9, 2018 2:30:00 PM",Senior Citizen,3,8,24
0 - Features,Damsel,Damsel,"Aug 9, 2018 2:30:00 PM",Student,1,8,8
0 - Features,Darkest Hour,Darkest Hour,"Dec 22, 2017 5:00:00 PM",Adult,11,8.25,90.75
0 - Features,Darkest Hour,Darkest Hour,"Dec 22, 2017 5:00:00 PM",Senior Citizen,20,7.50,150
0 - Features,Darkest Hour,Darkest Hour,"Dec 22, 2017 7:30:00 PM",Adult,36,9.75,351
0 - Features,Darkest Hour,Darkest Hour,"Dec 22, 2017 7:30:00 PM",Member,1,0,0
0 - Features,Darkest Hour,Darkest Hour,"Dec 22, 2017 7:30:00 PM",Senior Citizen,29,8,232
0 - Features,Darkest Hour,Darkest Hour,"Dec 22, 2017 7:30:00 PM",Student,10,8.25,82.50
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 2:30:00 PM",Adult,13,8.25,107.25
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 2:30:00 PM",Senior Citizen,26,7.50,195
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 2:30:00 PM",Student,1,7.50,7.50
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 5:00:00 PM",Adult,15,8.25,123.75
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 5:00:00 PM",Senior Citizen,17,7.50,127.50
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 7:30:00 PM",Adult,14,9.75,136.50
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 7:30:00 PM",Comp,2,0,0
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 7:30:00 PM",Senior Citizen,13,8,104
0 - Features,Darkest Hour,Darkest Hour,"Dec 23, 2017 7:30:00 PM",Student,1,8.25,8.25
0 - Features,Darkest Hour,Darkest Hour,"Dec 24, 2017 2:30:00 PM",Adult,13,8.25,107.25
0 - Features,Darkest Hour,Darkest Hour,"Dec 24, 2017 2:30:00 PM",Senior Citizen,5,7.50,37.50
0 - Features,Darkest Hour,Darkest Hour,"Dec 24, 2017 5:00:00 PM",Adult,7,8.25,57.75
0 - Features,Darkest Hour,Darkest Hour,"Dec 24, 2017 5:00:00 PM",Senior Citizen,6,7.50,45
0 - Features,Darkest Hour,Darkest Hour,"Dec 24, 2017 5:00:00 PM",Student,2,7.50,15
0 - Features,Darkest Hour,Darkest Hour,"Dec 25, 2017 12:00:00 PM",Adult,3,8.25,24.75
0 - Features,Darkest Hour,Darkest Hour,"Dec 25, 2017 12:00:00 PM",Member,2,0,0
0 - Features,Darkest Hour,Darkest Hour,"Dec 25, 2017 12:00:00 PM",Senior Citizen,24,7.50,180
0 - Features,Darkest Hour,Darkest Hour,"Dec 25, 2017 2:30:00 PM",Adult,18,8.25,148.50
0 - Features,Darkest Hour,Darkest Hour,"Dec 25, 2017 2:30:00 PM",Senior Citizen,33,7.50,247.50
